,Unnamed: 0,User Name,Status,Received,Complete,Decision,Type,Sent,grant,GPA,LSAT_x,Last Updated,Year,Law School,match,rank_2018,Tuition,FT Enrollment,Location,threshold,rank_2012,rank_2013,rank_2014,rank_2015,score 2012,score 2013,score 2014,score 2015,score 2009,score 2010,score 2011,rank_2009,rank_2010,rank_2011,rank_2000,rank_2001,rank_2002,rank_2003,rank_2004,rank_2005,rank_2006,rank_2007,rank_2008,rank_1987,rank_1990,rank_1991,rank_1992,rank_1993,rank_1994,rank_1995,rank_1996,rank_1997,rank_1998,rank_1999,Status_Final,Defer,Waitlist,Attend,Withdraw,Part Time,Sent_delta,Decision_delta,Waitlisted,Accepted,Pending,Rejected,ED,SP,grant yes,Attend Reported,Status_Final Reported,unranked,rank_cross,ED_school,ED_cross,SP_school,SP_cross,index,Major,Degree GPA,LSAT 2,LSAT 3,LSAT 1,LSDAS GPA,LSAT,Gender,State,Race2,Years out of Undergrad,group,public,college rank,tuition,groups,social sciences,arts & humanities,business & management,natural sciences,engineering,health professions,other,Athletic/Varsity,Community/Volunteer,Greek,Leadership,Legal Internship,Legal Work Experience,Military,Non-legal Internship,Non-legal Work Experience,Overseas,Strong Letters,Student Societies,EC at all,national_univ,national_lac,midwest_univ,western_univ,north_univ,hbcu,south_univ,western_college,midwest_college,south_college,eng_nodoctorate,north_college,Female,Male,south,west,northeast,midwest,1-2 Years,3-4 Years,In Undergrad,5-9 Years,10+ Years,white,asian and pacific islander,african,"Mixed, probably not urm",hispanic,mexican,puerto rican,Native American or alaskan,neutral,positive,bad,foreign,bad_school,Gender copy,major sum,stem & others,Ranked Nationally,Ranked Regionally,Described Positively,Described Negatively,Described Neutrally,College types reported,rank_2010_cp,unranked_2010,National top 5,National top 6-20,National top 21-50,National below 51,Law unranked,Law top 14,Law top 15-50,Law below 51,minority
42358,42358,ADMITme,Accepted  A,,2006-10-23,2006-12-23,,2006-10-01,,3.53,155.0,over 10 years,2006,University of Wisconsin Madison,University of Wisconsin Madison,30.0,"$21,450per year (in-state, full-time); $40,147per year (out-of-state, full-time)",481,"Madison, WI",U Wisconsin,36.5,36.0,34.0,33.0,62.0,64.0,58.0,57.0,57.0,61.0,63.0,36.5,36.5,30.5,36.0,36.5,27.5,33.0,31.5,33.0,32.5,32.0,36.5,20.0,,21.0,,22.0,37.0,23.0,43.0,38.0,37.5,30.0,3,0,0,1,-1,0,30.0,83.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,32.5,0.0,0.0,0.0,0.0,19166,math $ intl studies,3.53,155.0,,155.0,3.53,155.0,0.0,,asian and pacific islander,,national_univ,1.0,34.0,"$33,014 (out-of-state), $12,418 (in-state)",,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Female,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,36.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
42362,42362,AJStyles,Rejected  ,,2005-11-15,2005-12-16,,2005-11-15,,3.35,152.0,about 11 years,2006,Cornell University,Cornell University,13.0,"$61,485per year (full-time)",605,"Ithaca, NY",Cornell U,13.0,14.0,13.0,13.5,80.0,81.0,76.0,76.0,77.0,78.0,78.0,12.5,13.0,13.0,10.5,12.0,13.0,10.5,12.0,12.0,13.0,13.0,12.5,15.0,14.0,13.0,14.0,14.0,11.0,14.0,11.0,12.0,13.0,10.5,1,0,0,0,-1,0,75.0,31.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,3,0.0,13.0,0.0,0.0,1.0,0.0,23449,,,,,152.0,3.35,152.0,1.0,new york,asian and pacific islander,,national_univ,0.0,5.0,"$57,208",,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Male,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
42368,42368,AJStyles,Accepted  W,,2005-11-16,2005-12-22,,2005-11-16,,3.35,152.0,about 11 years,2006,Syracuse University,Syracuse University,92.0,"$48,552per year (full-time)",534,"Syracuse, NY",Syracuse U,102.0,97.0,96.5,109.5,43.0,43.0,37.0,34.0,38.0,-3.0,44.0,102.0,101.5,88.5,,,,98.5,,97.0,,,102.0,,,,,,,,,,,,3,0,0,0,1,0,76.0,36.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3,1.0,,0.0,0.0,0.0,0.0,23449,,,,,152.0,3.35,152.0,1.0,new york,asian and pacific islander,,national_univ,0.0,5.0,"$57,208",,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Male,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,101.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
42370,42370,AJStyles,Accepted  A,,2005-11-09,2005-12-06,,2005-11-09,34000.0,3.35,152.0,about 11 years,2006,Albany Law School,Albany Law School of Union University,109.0,"$44,696per year (full-time)",342.0,"Albany, NY",Albany Law School,115.0,116.0,28.5,119.0,39.0,37.0,28.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,1,-1,0,69.0,27.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,3,1.0,,0.0,0.0,0.0,0.0,23449,,,,,152.0,3.35,152.0,1.0,new york,asian and pacific islander,,national_univ,0.0,5.0,"$57,208",,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Male,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
42371,42371,AJStyles,Accepted  A,,2005-11-09,2005-12-06,,2005-11-09,34000.0,3.35,152.0,about 11 years,2006,Albany Law School,Albany Law School of Union University,109.0,"$44,696per year (full-time)",342.0,"Albany, NY",Albany Law School,115.0,116.0,28.5,119.0,39.0,37.0,28.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,1,-1,0,69.0,27.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,3,1.0,,0.0,0.0,0.0,0.0,23449,,,,,152.0,3.35,152.0,1.0,new york,asian and pacific islander,,national_univ,0.0,5.0,"$57,208",,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Male,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
42373,42373,ALEIGH,Rejected  ,,,2006-12-07,,2006-09-19,,3.52,162.0,over 10 years,2006,Georgetown University,Georgetown University,15.0,"$57,576per year (full-time)","1,721","Washington, DC",Georgetown U,14.5,13.0,14.0,13.5,77.0,82.0,75.0,76.0,74.0,75.0,77.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,13.0,12.0,11.0,11.0,10.0,13.0,13.0,12.5,14.0,13.0,14.0,1,0,0,-1,-1,0,18.0,79.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,3,0.0,14.0,1.0,0.0,0.0,0.0,22396,english $ comparative litera,,,,162.0,3.52,162.0,0.0,ohio,,,,,,,neutral,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,Female,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14.0,0.0,,,,,0.0,1.0,0.0,0.0,0.0
42374,42374,ALEIGH,Waitlisted  ,,,2007-01-08,,2006-09-29,,3.52,162.0,over 10 years,2006,University of Notre Dame,University of Notre Dame,20.0,"$54,297per year (full-time)",599.0,"Notre Dame, IN",U Notre Dame,24.5,22.0,23.5,26.0,67.0,70.0,65.0,62.0,63.0,65.0,67.0,23.0,24.0,23.5,27.0,29.0,24.0,23.0,21.0,24.5,23.5,29.0,23.0,,19.0,24.5,20.0,20.0,26.0,39.0,25.0,20.5,26.5,21.5,2,0,1,-1,-1,0,28.0,101.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,3,0.0,23.5,1.0,0.0,0.0,0.0,22396,english $ comparative litera,,,,162.0,3.52,162.0,0.0,ohio,,,,,,,neutral,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,Female,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,24.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0
42375,42375,ALEIGH,Accepted  ,,,2007-01-08,,2006-09-29,,3.52,162.0,over 10 years,2006,Loyola Marymount University,Loyola Law School,65.0,"$52,760per year (full-time)",771.0,"Los Angeles, CA",Loyola Marymount U,54.5,53.0,72.0,89.5,53.0,55.0,43.0,38.0,47.0,47.0,51.0,64.0,72.5,57.5,,,,73.0,60.5,60.0,67.0,67.5,64.0,,,,,,,,,,,,3,0,0,-1,-1,0,28.0,101.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1,3,0.0,67.0,0.0,0.0,0.0,0.0,22396,english $ comparative litera,,,,162.0,3.52,162.0,0.0,ohio,,,,,,,neutral,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,Female,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,72.5,0.0,,,,,0.0,0.0,0.0,1.0,0.0
42376,42376,ALEIGH,Accepted  ,,,2006-12-22,,2006-09-29,10000.0,3.52,162.0,over 10 years,2006,Santa Clara University,Santa Clara University,132.0,"$1,688per credit (full-time)",537,"Santa Clara, CA",Santa Clara U,89.0,92.0,96.5,109.5,45.0,44.0,37.0,34.0,43.0,44.0,43.0,79.0,85.5,93.0,,,,93.5,96.0,,89.5,93.5,79.0,,,,,,,,,,,,3,0,0,-1,-1,0,28.0,84.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1,3,0.0,89.5,1.0,0.0,1.0,0.0,22396,english $ comparative litera,,,,162.0,3.52,162.0,0.0,ohio,,,,,,,neutral,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,Female,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,85.5,0.0,,,,,0.0,0.0,0.0,1.0,0.0
42377,42377,ALEIGH,Accepted  ,,,2007-01-15,,2006-09-29,27000.0,3.52,162.0,over 10 years,2006,Seton Hall University,Seton Hall University,57.0,"$52,022per year (full-time)",353,"Newark, NJ",Seton Hall U,63.5,72.0,66.0,69.5,50.0,48.0,44.0,43.0,46.0,45.0,47.0,66.5,80.5,74.5,,,,87.0,91.0,83.5,73.0,73.0,66.5,,,,,,,,,,,,3,0,0,-1,-1,0,28.0,108.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1,3,0.0,73.0,0.0,0.0,1.0,0.0,22396,english $ comparative litera,,,,162.0,3.52,162.0,0.0,ohio,,,,,,,neutral,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,Female,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,80.5,0.0,,,,,0.0,0.0,0.0,1.0,0.0
42378,42378,ALEIGH,Accepted  ,,,2007-01-08,,2006-09-29,,3.52,162.0,over 10 years,2006,University of Colorado Boulder,University of Colorado Boulder,36.0,"$31,831per year (in-state, full-time); $38,623per year (out-of-state, full-time)",523,"Boulder, CO",U Colorado Boulder,48.0,45.0,44.5,43.5,56.0,59.0,54.0,52.0,58.0,56.0,60.0,33.5,46.5,39.5,45.0,38.5,41.0,41.5,51.0,48.0,46.0,39.5,33.5,,,,,,35.0,47.0,39.0,30.0,46.0,45.0,3,0,0,-1,-1,0,28.0,101.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1,3,0.0,46.0,0.0,0.0,0.0,0.0,22396,english $ comparative litera,,,,162.0,3.52,162.0,0.0,ohio,,,,,,,neutral,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,Female,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,46.5,0.0,,,,,0.0,0.0,1.0,0.0,0.0
42379,42379,ALEIGH,Accepted  ,,,2006-12-20,,2006-10-01,12000.0,3.52,162.0,over 10 years,2006,Loyola University Chicago,Loyola University Chicago,82.0,"$47,416per year (full-time)",590.0,"Chicago, IL",Loyola U Chicago,73.5,67.5,77.5,69.5,48.0,49.0,42.0,43.0,42.0,43.0,46.0,84.5,90.0,78.5,,,,73.0,69.0,70.5,73.0,73.0,84.5,,,,,,,,,,,,3,0,0,-1,-1,0,30.0,80.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1,3,0.0,73.0,0.0,0.0,0.0,0.0,22396,english $ comparative litera,,,,162.0,3.52,162.0,0.0,ohio,,,,,,,neutral,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,Female,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,90.0,0.0,,,,,0.0,0.0,0.0,1.0,0.0
42380,42380,ALEIGH,Accepted  ,,,2006-12-26,,2006-09-29,9000.0,3.52,162.0,over 10 years,2006,Seattle University,Seattle University,120.0,"$43,582per year (full-time)",520.0,"Seattle, WA",Seattle U,89.0,85.0,102.0,89.5,45.0,45.0,35.0,38.0,42.0,45.0,44.0,84.5,80.5,88.5,,,,93.5,101.5,97.0,94.5,87.5,84.5,,,,,,,,,,,,3,0,0,-1,-1,0,28.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1,3,0.0,94.5,0.0,0.0,0.0,0.0,22396,english $ comparative litera,,,,162.0,3.52,162.0,0.0,ohio,,,,,,,neutral,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,Female,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,80.5,0.0,,,,,0.0,0.0,0.0,1.0,0.0
42384,42384,ANDY,Rejected  ,,,2007-04-03,,2007-01-20,,3.4,161.0,over 10 years,2006,Georgetown University,Georgetown University,15.0,"$57,576per year (full-time)","1,721","Washington, DC",Georgetown U,14.5,13.0,14.0,13.5,77.0,82.0,75.0,76.0,74.0,75.0,77.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,13.0,12.0,11.0,11.0,10.0,13.0,13.0,12.5,14.0,13.0,14.0,1,0,0,-1,-1,0,141.0,73.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,3,0.0,14.0,1.0,0.0,0.0,0.0,20489,environmental science,3.6,,,161.0,3.4,161.0,1.0,california,white,,,,,,positive,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Male,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,14.0,0.0,,,,,0.0,1.0,0.0,0.0,0.0
42385,42385,ANDY,Rejected  ,,,2007-03-09,,2007-01-20,,3.4,161.0,over 10 years,2006,University of California Berkeley,University of California Berkeley,12.0,"$48,703per year (in-state, full-time); $52,654per year (out-of-state, full-time)",925,"Berkeley, CA",U C Berkeley,9.5,8.0,9.5,9.0,85.0,87.0,83.0,83.0,81.0,84.0,85.0,6.0,6.5,7.5,8.5,9.0,8.5,10.5,13.0,12.0,9.0,8.5,6.0,7.0,13.0,12.0,12.0,12.0,10.0,9.0,12.5,8.0,7.0,10.5,1,0,0,-1,-1,0,141.0,48.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,3,0.0,9.0,0.0,0.0,0.0,0.0,20489,environmental science,3.6,,,161.0,3.4,161.0,1.0,california,white,,,,,,positive,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Male,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,6.5,0.0,,,,,0.0,1.0,0.0,0.0,0.0
42386,42386,ANDY,"WL, Rejected  ",,,2007-03-01,,2007-01-20,,3.4,161.0,over 10 years,2006,University of California (Hastings),University of California Hastings,54.0,"$44,218per year (in-state, full-time); $50,218per year (out-of-state, full-time)",930,"San Francisco, CA",UC Hastings,44.0,45.0,50.0,37.5,59.0,59.0,50.0,56.0,56.0,60.0,59.0,39.5,39.0,44.0,33.5,36.5,41.0,37.0,38.5,39.5,46.0,39.5,39.5,,,20.0,19.0,23.5,20.0,45.0,45.0,,41.0,30.0,1,0,1,-1,-1,0,141.0,40.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,3,0.0,46.0,1.0,0.0,1.0,0.0,20489,environmental science,3.6,,,161.0,3.4,161.0,1.0,california,white,,,,,,positive,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Male,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,39.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0
42387,42387,ANDY,Accepted  ,,,2007-03-24,,2007-01-20,,3.4,161.0,over 10 years,2006,Loyola Marymount University,Loyola Law School,65.0,"$52,760per year (full-time)",771.0,"Los Angeles, CA",Loyola Marymount U,54.5,53.0,72.0,89.5,53.0,55.0,43.0,38.0,47.0,47.0,51.0,64.0,72.5,57.5,,,,73.0,60.5,60.0,67.0,67.5,64.0,,,,,,,,,,,,3,0,0,-1,-1,0,141.0,63.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1,3,0.0,67.0,0.0,0.0,0.0,0.0,20489,environmental science,3.6,,,161.0,3.4,161.0,1.0,california,white,,,,,,positive,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Male,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,72.5,0.0,,,,,0.0,0.0,0.0,1.0,0.0
42388,42388,ANDY,Accepted  ,,,2007-03-01,,2007-01-20,,3.4,161.0,over 10 years,2006,University of San Diego,University of San Diego,77.0,"$50,201per year (full-time)",598,"San Diego, CA",U San Diego,68.5,65.5,72.0,79.5,49.0,50.0,43.0,41.0,42.0,49.0,51.0,84.5,62.5,57.5,,,,61.0,69.0,63.5,67.0,87.5,84.5,,,,,,,,,,,,3,0,0,-1,-1,0,141.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1,3,0.0,67.0,0.0,0.0,0.0,0.0,20489,environmental science,3.6,,,161.0,3.4,161.0,1.0,california,white,,,,,,positive,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Male,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,62.5,0.0,,,,,0.0,0.0,0.0,1.0,0.0
42389,42389,APRESH8,Rejected  ,,2006-11-03,2007-03-28,,2006-09-06,,3.93,172.0,about 10 years,2006,Yale University,Yale University,1.0,"$59,865per year (full-time)",632,"New Haven, CT",Yale U,1.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,0,-1,0,5.0,203.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,3,0.0,1.0,0.0,0.0,1.0,0.0,47418,sociology,3.93,,,172.0,3.93,172.0,0.0,california,white,,,,,,neutral,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Female,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,,,0.0,1.0,0.0,0.0,0.0
42391,42391,APRESH8,Accepted  W,,2020-11-16,2007-01-23,,2006-09-11,,3.93,172.0,about 10 years,2006,Columbia University,Columbia University,5.0,"$65,260per year (full-time)","1,234","New York, NY",Columbia U,4.0,4.0,4.5,4.5,92.0,94.0,92.0,92.0,88.0,88.0,91.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.5,5.0,4.0,4.5,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,3,0,0,0,1,0,10.0,134.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,4.5,1.0,0.0,0.0,0.0,47418,sociology,3.93,,,172.0,3.93,172.0,0.0,california,white,,,,,,neutral,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Female,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,,,,,0.0,1.0,0.0,0.0,0.0
42392,42392,APRESH8,Accepted  W,,2006-10-11,2006-11-13,,2006-09-11,120000.0,3.93,172.0,about 10 years,2006,University of Michigan Ann Arbor,University of Michigan Ann Arbor,8.0,"$55,012per year (in-state, full-time); $58,012per year (out-of-state, full-time)",929,"Ann Arbor, MI",U Michigan,7.5,10.0,9.5,10.5,86.0,86.0,83.0,82.0,79.0,81.0,84.0,10.0,9.0,9.0,7.0,7.5,8.5,7.5,7.5,8.5,9.0,8.5,10.0,3.0,7.0,6.0,6.0,7.0,8.0,9.0,7.0,7.0,9.5,8.5,3,0,0,0,1,0,10.0,63.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,3,0.0,9.0,1.0,0.0,1.0,0.0,47418,sociology,3.93,,,172.0,3.93,172.0,0.0,california,white,,,,,,neutral,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Female,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,0.0,,,,,0.0,1.0,0.0,0.0,0.0
42393,42393,APRESH8,Accepted  W,,2006-10-31,2006-11-08,,2006-09-18,120000.0,3.93,172.0,about 10 years,2006,New York University,New York University,6.0,"$61,622per year (full-time)","1,369","New York, NY",New York U,6.0,6.0,6.0,6.0,89.0,92.0,89.0,88.0,85.0,87.0,87.0,5.0,5.0,6.0,4.0,5.0,5.0,5.0,5.0,5.0,4.5,4.0,5.0,9.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,3,0,0,0,1,0,17.0,51.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,3,0.0,4.5,1.0,0.0,0.0,0.0,47418,sociology,3.93,,,172.0,3.93,172.0,0.0,california,white,,,,,,neutral,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Female,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,,,,,0.0,1.0,0.0,0.0,0.0
